"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",114,87,22,6,45,29,11,12,56,57.1,47.8,14,18
"Season",115,109.6,25.7,8.4,43.7,17.3,11.4,10.1,42.6,48,43,23.1,15.7
"Diff",-1,-22.6,-3.7,-2.4,1.3,11.7,-0.4,1.9,13.4,9.1,4.8,-9.1,2.3
