"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",125,121,20,6,44,16,7,11,58,49.4,34.8,40,11
"Season",112.2,101.2,25.3,8.3,44.5,19.5,12.2,11,43,48.8,43.3,20.2,15.8
"Diff",12.8,19.8,-5.3,-2.3,-0.5,-3.5,-5.2,0,15,0.600000000000001,-8.5,19.8,-4.8
