"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",114,93,28,12,50,12,15,4,34,44.4,48.6,20,12
"Season",115,108.7,24.9,7.6,43,19.7,10.9,11.3,45.7,49.8,42.9,22.3,16.6
"Diff",-1,-15.7,3.1,4.4,7,-7.7,4.1,-7.3,-11.7,-5.4,5.7,-2.3,-4.6
