"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",113,120,28,9,40,19,14,10,40,42.3,33.3,26,11
"Season",115.1,104.9,24.9,8,44.4,18.7,11,10.4,44.9,50.1,45.1,21.4,16.7
"Diff",-2.09999999999999,15.1,3.1,1,-4.4,0.300000000000001,3,-0.4,-4.9,-7.8,-11.8,4.6,-5.7
