"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",101,99,25,6,38,10,7,17,40,50.7,44.8,14,24
"Season",116.9,107.9,25.3,8.4,44.7,20,12,9.4,44.9,48.9,43.5,23.1,14.9
"Diff",-15.9,-8.90000000000001,-0.300000000000001,-2.4,-6.7,-10,-5,7.6,-4.9,1.8,1.3,-9.1,9.1
