"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",96,90,15,11,41,21,21,4,44,42,26.1,26,12
"Season",104,94.3,23.4,10.9,48,17,10,9.9,39.7,44.8,37.3,23.1,13.7
"Diff",-8,-4.3,-8.4,0.0999999999999996,-7,4,11,-5.9,4.3,-2.8,-11.2,2.9,-1.7
