"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",100,108,23,11,43,17,12,6,50,42.9,39.3,21,12
"Season",104.7,92.2,22.5,11.7,48.2,17.7,12.3,9,40.7,45.1,35.1,24.2,13.5
"Diff",-4.7,15.8,0.5,-0.699999999999999,-5.2,-0.699999999999999,-0.300000000000001,-3,9.3,-2.2,4.2,-3.2,-1.5
