"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",110,89,26,5,41,19,6,12,40,49.3,48.3,27,12
"Season",102,94.4,21.9,11.7,48,17.3,12.1,8.7,40.3,43.8,34.1,23,13.7
"Diff",8,-5.40000000000001,4.1,-6.7,-7,1.7,-6.1,3.3,-0.299999999999997,5.5,14.2,4,-1.7
