"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",102,92,16,14,55,12,22,0,28,41.7,34.5,32,19
"Season",103.1,94,23.3,10.4,46,18.3,9.9,10.4,42,44.8,36.1,22.3,12.7
"Diff",-1.09999999999999,-2,-7.3,3.6,9,-6.3,12.1,-10.4,-14,-3.09999999999999,-1.6,9.7,6.3
