"","points","pointsallowed","assists","offensive_rebounds","rebounds","pointsoffturnovers","second_chance_points","fastbreak_points","points_in_the_paint","fgp","tpp","ft_attempted","turnovers"
"Game",113,86,30,16,52,18,17,11,36,48.8,41.5,19,15
"Season",101.6,94.9,21.3,10.1,46.4,17.4,10.6,8.9,40.9,43.8,35.1,24.1,13.3
"Diff",11.4,-8.90000000000001,8.7,5.9,5.6,0.600000000000001,6.4,2.1,-4.9,5,6.4,-5.1,1.7
